tutTemperature,Keep an eye on the outside temperature and the radiation level,,,,,,,,
tutUseControlPanel,"To control and manage your base or ship, use the Control Panel ('{0}') while being in a base or cockpit",,,,,,,,
tutWhatsNeededForHV,"To build functional HV you need: cockpit, generator, fuel tank, RCS, thrusters (on all sides). Hover engine is already placed",,,,,,,,
tutWhatsNeededForSV,"To build a functional SV you need: cockpit, generator, fuel tank, RCS, thrusters (on all sides)",,,,,,,,
unitAbbrDays,d,,,,,,,,
unitAbbrHours,h,,,,,,,,
unitAbbrMinutes,min,,,,,,,,
unitDay,day,,,,,,,,
unitDays,days,,,,,,,,
upgRepairFirst,Repair the device first!,,,,,,,,
upgTlFrom,From,,,,,,,,
upgTlNeeded,Needed,,,,,,,,
upgTlReturned,Returned,,,,,,,,
upgTlTo,To,,,,,,,,
upgTlUpgrade,Upgrade,,,,,,,,
vstAccelThrusterTorque,Acceleration/Thrust/Torque,,,,,,,,
vstAmmoContainers,Ammo Boxes:,,,,,,,,
vstAttackDefense,ATTACK / DEFENSE,,,,,,,,
vstAvailableAU,Available AU:,,,,,,,,
vstBlockCount,Block Count:,,,,,,,,
vstCargo,Cargo,,,,,,,,
vstCargoBoxes,Cargo Boxes:,,,,,,,,
vstCargoProduction,CARGO / PRODUCTION,,,,,,,,
vstClass,Size Class:,,,,,,,,
vstCloneChambers,Clone Chambers:,,,,,,,,
vstConstructors,Constructors:,,,,,,,,
vstConsumption,Consumption:,,,,,,,,
vstCreatorName,Creator:,,,,,,,,
vstDeviceCount,Device Count:,,,,,,,,
vstDocked,DOCKED,,,,,,,,
vstFoodProcessors,Food Processors:,,,,,,,,
vstFridges,Fridges:,,,,,,,,
vstFuel,Fuel:,,,,,,,,
vstFuelTanks,Fuel Tanks:,,,,,,,,
vstGeneral,GENERAL,,,,,,,,
vstGenerators,Generators:,,,,,,,,
vstHoverBoosters,Hover Boosters,,,,,,,,
vstHoverEngines,Hover Engines,,,,,,,,
vstLifeSupport,Life Support,,,,,,,,
vstLightCount,Light Count:,,,,,,,,
vstMass,Mass:,,,,,,,,
vstMaxOutput,Max Output:,,,,,,,,
vstMaxSpeed,Maximum Speed:,,,,,,,,
vstMedicStations,Medic Stations:,,,,,,,,
vstName,Name:,,,,,,,,
vstNone,None,,,,,,,,
vstO2,Oxygen:,,,,,,,,
vstO2CurrentlyInBase,Currently In Base:,,,,,,,,
vstO2CurrentlyInTanks,Currently In Tanks:,,,,,,,,
vstO2NeededToFill,Needed to Fill:,,,,,,,,
vstOverview,OVERVIEW,,,,,,,,
vstOxygen,Oxygen:,,,,,,,,
vstOxygenMedic,OXYGEN / MEDIC,,,,,,,,
vstOxygenStations,Oxygen Stations:,,,,,,,,
vstOxygenTanks,Oxygen Tanks:,,,,,,,,
vstPassengers,PASSENGERS,,,,,,,,
vstPitch,Pitch,,,,,,,,
vstPowerFuel,POWER / FUEL,,,,,,,,
vstPowerLeft,Power Left:,,,,,,,,
vstRCS,RCS:,,,,,,,,
vstResourcesTime,RESOURCES / TIME,,,,,,,,
vstRoll,Roll,,,,,,,,
vstSize,Size (WxDxH):,,,,,,,,
vstThrust,Thrust:,,,,,,,,
vstThrusterRCS,THRUSTERS / RCS,,,,,,,,
vstThrusters,Thrusters:,,,,,,,,
vstThrustersBackFront,Back / Front,,,,,,,,
vstThrustersLeftRight,Left / Right,,,,,,,,
vstThrustersTopDown,Top / Down,,,,,,,,
vstTitle,Statistics,,,,,,,,
vstTorque,Torque:,,,,,,,,
vstTotalProdTime,Total Production Time:,,,,,,,,
vstTriCount,Triangle Count:,,,,,,,,
vstType,Type:,,,,,,,,
vstUnlockLevel,Unlock Level:,,,,,,,,
vstVentilators,Ventilators:,,,,,,,,
vstWarpDrive,Warp Drive:,,,,,,,,
vstYaw,Yaw,,,,,,,,
15mmBullet,15mm Bullet,,,,,,,,
30mmBullet,30mm Bullet,,,,,,,,
ArtilleryRocket,Artillery Shell HV,,,,,,,,
BioFuel,Bio Fuel,,,,,,,,
DrillCharge,Drill Charge,,,,,,,,
FastRocket,130mm MSL,,,,,,,,
FastRocketBA,155mm H-MSL,,,,,,,,
FastRocketHoming,135mm H-MSL,,,,,,,,
FastRocketMS,150mm H-MSL,,,,,,,,
FillerCharge,F&F Charge,,,,,,,,
FlakRocket,Flak Shell BA,,,,,,,,
FlakRocketMS,Flak Shell CV,,,,,,,,
IONCannonCharge,ION Charge,,,,,,,,
IONCannonCharge2,ION Charge,,,,,,,,
LargeRocket,165mm MSL,,,,,,,,
LargeRocketMS,160mm MSL,,,,,,,,
MultiCharge,Multi Charge,,,,,,,,
PlasmaCannonChargeSS,Pl.Charge SV,,,,,,,,
PulseLaserChargeBA,Ls.Charge BA,,,,,,,,
PulseLaserChargeMS,Ls.Charge CV,,,,,,,,
PulseLaserChargeMSWeapon,Ls.Charge II CV,,,,,,,,
PulseLaserChargeSS,Ls.Charge SV,,,,,,,,
RailgunBullet,Railgun Bullet,,,,,,,,
TurretBAPlasmaCharge,Pl.Charge BA,,,,,,,,
TurretGVPlasmaCharge,Pl.Charge HV,,,,,,,,
TurretMSPlasmaCharge,Pl.Charge CV,,,,,,,,
AssaultRifle,Assault Rifle,,,,,,,,
AssaultRifleDebug,Assault Rifle (Debug),,,,,,,,
AssaultRifleT2,Assault Rifle (T2),,,,,,,,
Chainsaw,Chainsaw,,,,,,,,
ChangeTool,Change & Rotate Tool,,,,,,,,
ColorTool,Color Tool,,,,,,,,
Drill,Mechanical Drill,,,,,,,,
DrillT0,Mechanical Drill,,,,,,,,
Explosives,Explosive Device,,,,,,,,
Fillertool,Filler & Flatten Tool,,,,,,,,
Flashlight,Flashlight,,,,,,,,
LaserPistol,Laser Pistol,,,,,,,,
LaserPistolT2,Laser Pistol (T2),,,,,,,,
LaserRifle,Laser Rifle,,,,,,,,
Minigun,Minigun,,,,,,,,
MultiTool,Multi Tool,,,,,,,,
MultiToolT2,Multi Tool (T2),,,,,,,,
Pistol,Projectile Pistol,,,,,,,,
PistolT2,Projectile Pistol (T2),,,,,,,,
PulseRifle,Pulse Rifle,,,,,,,,
RocketLauncher,Rocket Launcher,,,,,,,,
RocketLauncherDebug,Rocket Launcher (Debug),,,,,,,,
RocketLauncherT2,Rocket Launcher (T2),,,,,,,,
ScifiCannon,Plasma Cannon,,,,,,,,
Shotgun,Shotgun,,,,,,,,
Shotgun2,Shotgun (T2),,,,,,,,
Sniper,Sniper Rifle,,,,,,,,
Sniper2,Sniper (T2),,,,,,,,
TextureTool,Texture & Symbol Tool,,,,,,,,
DrillAttachment,Drill Module T1 - Mechanical,,,,,,,,
DrillAttachmentT2,Drill Module T2 - Laser,,,,,,,,
DrillAttachmentT2Weapon,Drill Module T2,,,,,,,,
DrillAttachmentWeapon,Drill Module T1,,,,,,,,
MinigunSSWeapon,Gatling Gun,,,,,,,,
PlasmaCannonSSWeapon,Plasma Cannon,,,,,,,,
PulseLaserMSWeapon,Pulse Laser,,,,,,,,
PulseLaserSSWeapon,Pulse Laser,,,,,,,,
RailgunSSWeapon,Rail Gun,,,,,,,,
RocketLauncherMSWeapon,Rocket Launcher,,,,,,,,
RocketLauncherSSHomingWeapon,Rocket Launcher (H-MSL),,,,,,,,
RocketLauncherSSWeapon,Rocket Launcher,,,,,,,,
SawAttachment,Harvester Module,,,,,,,,
SawAttachmentWeapon,Harvester Module,,,,,,,,
SentryGun01,Sentry Gun 1 (Alien),,,,,,,,
SentryGun02,Sentry Gun 2 (Alien),,,,,,,,
SentryGun04,Sentry Gun 4 (Alien),,,,,,,,
sentryGunSingle,Cannon,,,,,,,,
TurretBaseArtillery,Artillery Turret,,,,,,,,
TurretBaseArtilleryWeapon,Artillery Turret,,,,,,,,
TurretBaseCannon,Cannon Turret,,,,,,,,
TurretBaseCannonOld,Cannon Turret (obsolete),,,,,,,,
TurretBaseCannonWeapon,Cannon Turret,,,,,,,,
TurretBaseFlak,Flak Turret,,,,,,,,
TurretBaseFlakWeapon,Flak Turret,,,,,,,,
TurretBaseMinigun,Minigun Turret,,,,,,,,
TurretBaseMinigunWeapon,Minigun Turret,,,,,,,,
TurretBasePlasma,Plasma Turret,,,,,,,,
TurretBasePlasmaWeapon,Plasma Turret,,,,,,,,
TurretBasePulseLaser,Pulse Laser Turret,,,,,,,,
TurretBasePulseLaserWeapon,Pulse Laser Turret,,,,,,,,
TurretBaseRocket,Rocket Turret,,,,,,,,
TurretBaseRocketOld,Rocket Turret (obsolete),,,,,,,,
TurretBaseRocketWeapon,Rocket Turret,,,,,,,,
TurretEnemyLaser,Laser Turret (Alien),,,,,,,,
TurretGVArtillery,Artillery Turret,,,,,,,,
TurretGVArtilleryWeapon,Artillery Cannon,,,,,,,,
TurretGVDrill,Drill Turret,,,,,,,,
TurretGVDrillWeapon,Drill Turret,,,,,,,,
TurretGVMinigun,Minigun Turret,,,,,,,,
TurretGVMinigunWeapon,Gatling Gun,,,,,,,,
TurretGVPlasma,Plasma Turret,,,,,,,,
TurretGVPlasmaWeapon,Plasma Cannon,,,,,,,,
TurretGVRocket,Rocket Turret,,,,,,,,
TurretGVRocketWeapon,Rocket Launcher,,,,,,,,
TurretMSArtillery,Artillery Turret,,,,,,,,
TurretMSArtilleryWeapon,Artillery Turret,,,,,,,,
TurretMSCannon,Cannon Turret,,,,,,,,
TurretMSCannonWeapon,Cannon Turret,,,,,,,,
TurretMSDrill,Drill Turret,,,,,,,,
TurretMSDrillWeapon,Drill Turret,,,,,,,,
TurretMSFlak,Flak Turret,,,,,,,,
TurretMSFlakWeapon,Flak Turret,,,,,,,,
TurretMSMinigun,Minigun Turret,,,,,,,,
TurretMSMinigunWeapon,Minigun Turret,,,,,,,,
TurretMSPlasma,Plasma Turret,,,,,,,,
TurretMSPlasmaWeapon,Plasma Turret,,,,,,,,
TurretMSPulseLaser,Pulse Laser Turret,,,,,,,,
TurretMSPulseLaserWeapon,Pulse Laser Turret,,,,,,,,
TurretMSRocket,Rocket Turret,,,,,,,,
TurretMSRocketWeapon,Rocket Turret,,,,,,,,
WeaponMS01,Rocket Launcher,,,,,,,,
WeaponMS02,Pulse Laser,,,,,,,,
WeaponSV01,Rail Gun,,,,,,,,
WeaponSV02,Gatling Gun,,,,,,,,
WeaponSV03,Pulse Laser,,,,,,,,
WeaponSV04,Plasma Cannon,,,,,,,,
WeaponSV05,Rocket Launcher,,,,,,,,
WeaponSV05Homing,Rocket Launcher (Homing),,,,,,,,
weAcidRainHeavy,Heavy Acid Rain,,,,,,,,
weClear,Clear,,,,,,,,
weClouds,Cloudy,,,,,,,,
weCloudsDark,Overcast,,,,,,,,
weCloudsLight,Partly Cloudy,,,,,,,,
weCloudsMedium,Mostly Cloudy,,,,,,,,
weColdWave,Cold Wave,,,,,,,,
weFireRain,Fire Rain,,,,,,,,
weFog,Foggy,,,,,,,,
weFogRadiation,Radiated Fog,,,,,,,,
weFogRadiationGreen,Radiated Fog,,,,,,,,
weFogRadiationPurple,Radiated Fog,,,,,,,,
weHail,Hail,,,,,,,,
weHeatWave,Heat Wave,,,,,,,,
weMeteorFireRain,Meteor Showers,,,,,,,,
weRainHeavy,Heavy Rain,,,,,,,,
weRainMedium,Medium Rain,,,,,,,,
weRockfall,Rockfall,,,,,,,,
weSnowHeavy,Heavy Snow,,,,,,,,
weSnowLight,Light Snow,,,,,,,,
weSnowMedium,Medium Snow,,,,,,,,
weStorm,Storm,,,,,,,,
weWind,Wind,,,,,,,,
mnuRentServer,Setup Your Own Server,,,,,,,,
mapPrivate,Private,,,,,,,,
mapPublic,Public,,,,,,,,
AmmoInfinite,Unlimited,,,,,,,,
mnuLocalMP,Coop Server,,,,,,,,
mnuPing,Servers with Ping:,,,,,,,,
mnuLocalMPTitle,CONFIGURATION OF LOCAL COOP SERVER,,,,,,,,
mnuLoadMP,Local Coop,,,,,,,,
DecoStoneBlocks,Stone Statues (Deco),,,,,,,,
lpsHunt,Hunt wild animals to fill your food storage,,,,,,,,
lpsJetpack,Be well equipped before you venture into space with your spacesuit,,,,,,,,
lpsBaseAlienPlanet,Be well prepared when you build your base on a hostile alien planet,,,,,,,,
cplThrusters,Thrusters,,,,,,,,
O2Capacity,O2 Capacity,,,,,,,,
FuelCapacity,Fuel Capacity,,,,,,,,
DoorVerticalGlassArmored,Automatic Armored Door 2 (vert),,,,,,,,
DoorInterior01Armored,Automatic Armored Door 2,,,,,,,,
DoorInterior02Armored,Automatic Armored Door 3,,,,,,,,
All,All,,,,,,,,
mapShowOnMap,Show On Map,,,,,,,,
mapEdit,Edit,,,,,,,,
mapRemove,Remove,,,,,,,,
mapSharePublic,Share (public),,,,,,,,
mapShareFaction,Share (faction),,,,,,,,
mapCopyToList,Copy to private list,,,,,,,,
mapShareWait,Wait for {0}s to share again,,,,,,,,
ttwLevel,Level {0},,,,,,,,
ttwBase,Base,,,,,,,,
ttwCapitalVessel,Capital Vessel,,,,,,,,
ttwSmallVessel,Small Vessel,,,,,,,,
ttwHoverVessel,Hover Vessel,,,,,,,,
ttwMisc,Misc,,,,,,,,
ttwTools,Tools,,,,,,,,
ttwWeapons,Weapons,,,,,,,,
cplAddCircuit,Add Circuit,,,,,,,,
pdaContentHeader,CONTENT,,,,,,,,
pdaDescriptionHeader,DESCRIPTION,,,,,,,,
pdaActionsHeader,ACTIONS,,,,,,,,
amwTitleEdit,EDIT MAP MARKER,,,,,,,,
invTitle,INVENTORY,,,,,,,,
plwBodyRadiation,Body Radiation:,,,,,,,,
Set,Set,,,,,,,,
cplLockCode,Lock Code:,,,,,,,,
cplGroupTitle,Group,,,,,,,,
cplSignalLogic,Signal Logic,,,,,,,,
umaNone,None,,,,,,,,
umaFace_1,Face 1,,,,,,,,
umaFace_2,Face 2,,,,,,,,
umaFace_3,Face 3,,,,,,,,
umaFace_4,Face 4,,,,,,,,
umaFace_5,Face 5,,,,,,,,
umaFace_6,Face 6,,,,,,,,
umaFace_7,Face 7,,,,,,,,
umaFace_8,Face 8,,,,,,,,
umaFace_9,Face 9,,,,,,,,
umaFace_10,Face 10,,,,,,,,
umaFace_11,Face 11,,,,,,,,
umaAverage,Average,,,,,,,,
umaCurvy,Curvy,,,,,,,,
umaSkinny,Skinny,,,,,,,,
umaHero,Hero,,,,,,,,
umaHair_1,Hair 1,,,,,,,,
umaHair_2,Hair 2,,,,,,,,
umaHair_3,Hair 3,,,,,,,,
umaHair_4,Hair 4,,,,,,,,
umaHair_5,Hair 5,,,,,,,,
umaHair_6,Hair 6,,,,,,,,
umaHair_7,Hair 7,,,,,,,,
umaHair_8,Hair 8,,,,,,,,
umaHair_9,Hair 9,,,,,,,,
umaHair_10,Hair 10,,,,,,,,
umaHair_11,Hair 11,,,,,,,,
umaHair_12,Hair 12,,,,,,,,
umaBeard_1,Beard 1,,,,,,,,
umaBeard_2,Beard 2,,,,,,,,
umaBeard_3,Beard 3,,,,,,,,
umaBeard_4,Beard 4,,,,,,,,
umaBeard_5,Beard 5,,,,,,,,
umaBeard_6,Beard 6,,,,,,,,
umaBeard_7,Beard 7,,,,,,,,
umaBeard_8,Beard 8,,,,,,,,
umaBeard_9,Beard 9,,,,,,,,
umaBeard_10,Beard 10,,,,,,,,
SlimeWhite,Slime,,,,,,,,
lcwServerName,Server Name:,,,,,,,,
lcwInfoText,You will start a local dedicated server that requires a significant amount of resources. We recommend using a powerful machine to run your coop server with at least 16GB of RAM and an i7 processor,,,,,,,,
lcwMaxPlayers,Max Players:,,,,,,,,
lcwPassword,Password:,,,,,,,,
lcwMaxAllowedSizeClass,Max Allowed Size Class:,,,,,,,,
lcwAllowedBlueprints,Allowed Blueprints:,,,,,,,,
lcwMaxBlockCount,Block limit for certain devices:,,,,,,,,
lcwFriendlyFire,Friendly Fire:,,,,,,,,
lcwAll,All,,,,,,,,
lcwStockOnly,Stock Only,,,,,,,,
lcwNone,None,,,,,,,,
lcwNoRestriction,No Restriction,,,,,,,,
lswJetpack,Jetpack,,,,,,,,
lswHelmet,Helmet,,,,,,,,
lswO2Available,O2 Available,,,,,,,,
lswGravity,Gravity,,,,,,,,
lswBaseNearby,Base Nearby\nCannot Build,,,,,,,,
lswResourceNearby,Resource Nearby\nCannot Build,,,,,,,,
msgDediRunningDontStartAnother,The local dedicated server is still running in the background.\nYou can re-join your game by connecting via Direct IP to 127.0.0.1 in the Multiplayer menu.\n\nIMPORTANT: You must shut down the server manually if you want to start another game.,,,,,,,,
msgNoLocalDediWithEAC,Cannot start a Local Coop game while EAC is active.\nPlease deactivate in Options and restart game.,,,,,,,,
msgWaitingForServer,Waiting for server...,,,,,,,,
msgLocalServerStartFailed,Starting the local Dedicated Server has failed,,,,,,,,
cplNone,None,,,,,,,,
msgErrorAfterPublishScenario,Scenario has been published but then an ERROR occured: {0}\nCould not rename the scenario folder from '{1}' to '{2}'\n\n>>> Please navigate to '{3}' and rename manually <<<\n(use two underscores)\n\n(Don't press 'Publish' again or you will have multiple copies of the Scenario in the Workshop),,,,,,,,
cplCollapseAll,Collapse All,,,,,,,,
cplExpandAll,Expand All,,,,,,,,
utsMeters,m,,,,,,,,
utsKilometers,km,,,,,,,,
utsAU,AU,,,,,,,,
utsTimeYear,> 1 Year,,,,,,,,
utsNewton,N,,,,,,,,
utsNewtonMeter,Nm,,,,,,,,
utsSecond,sec,,,,,,,,
utsMillimeter,mm,,,,,,,,
utsRpm,RPM,,,,,,,,
utsKilogram,kg,,,,,,,,
utsTon,t,,,,,,,,
utsKiloton,kt,,,,,,,,
utsCentiDegPerSecSquare,deg/s[sup]2[/sup],,,,,,,,
uts10p3km,*10^3 km,,,,,,,,
utsMegax,M,,,,,,,,
utsKilox,k,,,,,,,,
utsAccelMetersSecSquare,m/s[sup]2[/sup],,,,,,,,
utsMetersSec,m/s,,,,,,,,
utsTimeHourSuffix,h,,,,,,,,
utsTimeMinuteSuffix,m,,,,,,,,
utsTimeSecondSuffix,s,,,,,,,,
vstID,ID:,,,,,,,,
utsKilogramPerMeter,kg/m,,,,,,,,
utsGravity,g,,,,,,,,
cswOutput,OUTPUT,,,,,,,,
Info:,Info:,,,,,,,,
Base,Base,,,,,,,,
Capital Vessel,Capital Vessel,,,,,,,,
Small Vessel,Small Vessel,,,,,,,,
Hover Vessel,Hover Vessel,,,,,,,,
Input Items,Input Items,,,,,,,,
Filter,Filter,,,,,,,,
msgRemoveLinkWarning,Please read:\nIf you published this Scenario with another Steam account and the Scenario is\nstill in the Workshop you should cancel now.\n\nIf you deleted this Scenario in the Workshop it's recommended to remove the link.,,,,,,,,
StomachPills,Stomach Pills,,,,,,,,
Ventilator,Ventilator,,,,,,,,
Teleporter,Teleporter,,,,,,,,
ThrusterGVJetRound1x3x1,Thruster Jet (1x3x1),,,,,,,,
ArmorBoost,Armor Boost,,,,,,,,
MarkerBlock1,Marker Block 1,,,,,,,,
MarkerBlock2,Marker Block 2,,,,,,,,
MarkerBlock3,Marker Block 3,,,,,,,,
SpaceOrange,Space Orange,,,,,,,,
TrumpetGreens,Trumpet Greens,,,,,,,,
Sugarcane,Sugarcane,,,,,,,,
Salami,Salami,,,,,,,,
inpHideActionBar,Toggle Toolbar On/Off,,,,,,,,
hintNoSubscribedData,No data for subscribed element,,,,,,,,
fcwLastOnline,Last Online,,,,,,,,
Yes,Yes,,,,,,,,
No,No,,,,,,,,
sswOrbit,Orbit,,,,,,,,
sbwNr,Nr,,,,,,,,
sbwPlayfield,Playfield,,,,,,,,
sbwKills,Kills,,,,,,,,
sbwDeaths,Deaths,,,,,,,,
FALSE,FALSE,,,,,,,,
TRUE,TRUE,,,,,,,,
None,None,,,,,,,,
SensorTriggerBlocksSV,"Sensors and Signals (SV,HV)",,,,,,,,
Closet,Wardrobe,,,,,,,,
PulseRifleT2,Pulse Rifle (T2),,,,,,,,
msgBlueprintAccessRightsProblem,WARNING: You seem to not have the access rights to save or overwrite a Blueprint.\nIf you still try data loss may occur!\n\nPlease try to setup Windows and your account to get the needed rights.,,,,,,,,
termXPs,Experience Points,,,,,,,,
termUPs,Upgrade Points,,,,,,,,
rewardLevelIncrease,Level increase,,,,,,,,
rewardLevelTarget,Target Level,,,,,,,,
igmWarpSVAU,Small vessels can only warp {0} AU,,,,,,,,
texSize,Size,,,,,,,,
texSizeSmall,Small,,,,,,,,
texSizeMedium,Medium,,,,,,,,
texSizeLarge,Large,,,,,,,,
mnuParallax,Parallax Occlusion Mapping,,,,,,,,
mnuParallaxOff,Off,,,,,,,,
mnuParallaxLow,Low,,,,,,,,
mnuParallaxHigh,High,,,,,,,,
mnuAnisotropic,Anisotropic Filtering,,,,,,,,
bhiParallax,Set the Parallax Occlusion Mapping Level. This adds the illusion of Geometry with a Moderate Performance Impact.,,,,,,,,
bhiAnisotropic,"Enable/Disable Anisotropic Filtering. This Improves the look of Textures at shallow viewing angles, with some Performance/VRAM Cost.",,,,,,,,
cplWarpDrive,Warp Drive,,,,,,,,
WarpDriveSV,Short Range Warp Drive,,,,,,,,
igmStopToExitPressTwice,Please stop the ship to exit the cockpit. Press twice to emergency exit,,,,,,,,
bkiWarpDrive,This device is necessary for warp jumps. The range is limited to 25AU.,,,,,,,,
bkiWarpDriveSV,This device is necessary for warp jumps. The range is limited to 15AU.,,,,,,,,
pdaLogTitle,PDA Log,,,,,,,,
pdaInfo,PDA Info,,,,,,,,
pdaLog,PDA Log,,,,,,,,
unitAbbrSeconds,s,,,,,,,,
scfgOfflProtDelay,Offline Protection Delay,,,,,,,,
igmRepairDisabled,This item cannot be repaired,,,,,,,,
RepairDisabled,Repair Disabled,,,,,,,,
bswReplaceConfirm,Do you want to replace '{0}' with the current selection?,,,,,,,,
ConcreteArmoredFull,Armored Concrete Block,,,,,,,,
ConcreteArmoredThin,Armored Concrete Block,,,,,,,,
OreScanner,Ore Scanner,,,,,,,,
Stairs1x2x1,Stairs Wedge 2 (texturable),,,,,,,,
mnuGrassDensity,Grass Density,,,,,,,,
bhiGrassDensity,Adjust the Density of the Grass,,,,,,,,
mnuGrassDensityHigh,High,,,,,,,,
mnuGrassDensityMedium,Medium,,,,,,,,
mnuGrassDensityLow,Low,,,,,,,,
XenoSubstrate,Xeno Substrate,,,,,,,,
AlienLargeBlocks,Xeno Steel Blocks,,,,,,,,
AlienFullLarge,Xeno Steel Block,,,,,,,,
AlienThinLarge,Xeno Steel Block,,,,,,,,
DegradationProb,Degradation,,,,,,,,
BulletSpread,Weapon Spread,,,,,,,,
IgnoreAtmo,Ignores Atmopheric Density,,,,,,,,
bkiWeaponHandheld,Range given for space. On planets range is lower and depends on atmosphere density.,,,,,,,,
bkiWeaponHandheldIgnoringAtmo,This weapon ignores atmospheric density. The effective range is identical everywhere.,,,,,,,,
5.8mmBullet,Projectile Rifle Round,,,,,,,,
50Caliber,Pistol Round,,,,,,,,
8.3mmBullet,Minigun Round,,,,,,,,
ShotgunShells,Shotgun Shell,,,,,,,,
12.7mmBullet,Sniper Rifle Round,,,,,,,,
SlowRocket,Rocket Launcher Missile,,,,,,,,
SlowRocketHoming,Rocket Launcher Homing Missile,,,,,,,,
SciFiCannonPlasmaCharge,Plasma Cannon Cell,,,,,,,,
PulseLaserChargePistol,Laser Pistol Cell,,,,,,,,
PulseLaserChargeRifle,Laser Rifle Cell,,,,,,,,
MetalPieces,Metal Scraps,,,,,,,,
titleFurnaceSetup,Furnace Setup,,,,,,,,
lblFurnaceSetupText,Sort / arrange your Input inventory to define the order of auto-production,,,,,,,,
msgItemNotOkUseConstructor,"Item not accepted, you probably should use a Constructor",,,,,,,,
StairsCurvedLeft,Stairs Corner - left (texturable),,,,,,,,
ttwRecursiveConstructor,Large Constructor,,,,,,,,
ttwAdvancedConstructor,Advanced Constructor,,,,,,,,
mapCobaltResource,Cobalt,,,,,,,,
mapCopperResource,Copper,,,,,,,,
mapErestrumResource,Erestrum,,,,,,,,
mapGoldResource,Gold,,,,,,,,
mapIronResource,Iron,,,,,,,,
mapMagnesiumResource,Magnesium,,,,,,,,
mapNeodymiumResource,Neodymium,,,,,,,,
mapPentaxidResource,Pentaxid,,,,,,,,
mapPromethiumResource,Promethium,,,,,,,,
mapSathiumResource,Sathium,,,,,,,,
mapSiliconResource,Silicon,,,,,,,,
mapZascosiumResource,Zascosium,,,,,,,,
bmMoon,Moon,,,,,,,,
Cold,Cold Protection,,,,,,,,
bmOasis,Oasis,,,,,,,,
BoostSlot,Slot {0},,,,,,,,
BoostSlotEmpty,Empty,,,,,,,,
scfgAntiGriefPvE,Anti-Griefing Distance PvE,,,,,,,,
scfgAntiGriefPvP,Anti-Griefing Distance PvP,,,,,,,,
Range,Max. Range (m),,,,,,,,
RepairTimes,Repairs Left,,,,,,,,
Nanotubes,Nanotubes,,,,,,,,
CobaltAlloy,Cobalt Alloy,,,,,,,,
OpticalFiber,Optical Fiber,,,,,,,,
MechanicalComponents,Mechanical Components,,,,,,,,
ConcreteArmoredBlocks,Armored Concrete Blocks,,,,,,,,
ErestrumGel,Erestrum Gel,,,,,,,,
ZascosiumAlloy,Zascosium Alloy,,,,,,,,
SathiumAlloy,Sathium Alloy,,,,,,,,
Oscillator,Oscillator,,,,,,,,
EnergyMatrix,Energy Matrix,,,,,,,,
lpsZascosiumOnLava,Exotic ore can be found on distant planets,,,,,,,,
mnuIntro Aestus,Aestus is a lava planet with unforgiving conditions whose surface is mostly covered by molten lava. The very thick atmosphere is non breathable but oxygen can be generated on the greenish alien-like areas. The gravity is strong with 1.15 g and the average temperature is 53°C.,,,,,,,,
StairsCurved,Stairs Corner - right (texturable),,,,,,,,
igmForceSpawnBA,You must spawn this object on a Base,,,,,,,,
igmForceSpawnBACV,You must spawn this object on a Base or Capital Vessel,,,,,,,,
igmFireJammedWeapon,Your weapon is damaged and cannot fire anymore. Repair it at a Repair Station.,,,,,,,,
mnuAutominerDepletion,Auto Miner Depletion,,,,,,,,
bhiAutominerDepletion,Sets whether the auto miner will deplete deposits while mining.,,,,,,,,
texReplaceMode,Replace Mode,,,,,,,,
lcwAdminInfoText,"IMPORTANT: When starting the local coop server, a Windows popup will appear that you have to accept because the dedi process needs admin rights.\n\nNote: EAC must be switched off to start a local coop server.",,,,,,,,
bkiGrowingPot,"The Sathium irrigation system is optimized for zero gravity use and to protect plants from space radiation and makes this growing plot perfect to be used on vessels in space. Requires a plant grow light, oxygen and optimal temperature to grow plants.",,,,,,,,
bkiGrowingPotSimple,"A simple growing plot with an integrated irrigation system. Requires a plant grow light, oxygen and optimal temperature to grow plants.",,,,,,,,
TurretMSTool,Multiturret,,,,,,,,
TurretMSToolWeapon,Multiturret,,,,,,,,
TurretGVTool,Multiturret,,,,,,,,
TurretGVToolWeapon,Multiturret,,,,,,,,
hintBpSvSpawningNotAllowed,Small Vessel spawning not allowed in this playfield,,,,,,,,
igmSVCannotEnterPlanet,"You cannot enter this planet with a SV, please turn around",,,,,,,,
igmSVsNotAllowed,Small vessels are not allowed to spawn in this playfield,,,,,,,,
mnuDOF,Depth of Field,,,,,,,,
bhiDOF,Enable/Disable Depth of Field Effect.,,,,,,,,
DegradationFac,Degradation Rate,,,,,,,,
Durability,Durability,,,,,,,,
FallDamageFac,Fall Damage Multiplier,,,,,,,,
FoodFac,Food Consumption Rate,,,,,,,,
Heat,Heat Protection,,,,,,,,
JetpackFac,Jetpack Usage Multiplier,,,,,,,,
JumpFac,Jump Height Multiplier,,,,,,,,
NrSlots,Number of Slots,,,,,,,,
Oxygen,Oxygen Storage,,,,,,,,
PowerFac,Acceleration Multiplier,,,,,,,,
Radiation,Radiation Protection,,,,,,,,
SpeedFac,Max. Speed Multiplier,,,,,,,,
StaminaFac,Stamina Consumption Rate,,,,,,,,
lkwFoodFactor,Food Consumption Rate:,,,,,,,,
lkwPowerFactor,Acceleration Multiplier:,,,,,,,,
lkwStaminaFactor,Stamina Consumption Rate:,,,,,,,,
